PV,Tem
0,16.17
12.5,16.43
68.45,18.8
162.25,21.77
342.1,23.49
506.38,24.94
674.65,26.01
688.12,26.65
615.35,26.98
542.25,27.04
558.8,26.73
414.9,26.09
241,24.99
50.9,22.45
0,18.94
0,18.51
0,18.5
0,18.33
0,17.97
0,17.37
0,17.4
0,17.22
0,16.48
0,15.78
0,15.28
12.2,15.18
70.43,17.92
118,20.74
262.73,22.33
531.53,23.24
633.08,23.8
503.6,24.3
556.45,24.74
536.75,24.97
451.33,24.42
304.5,23.68
142.12,22.45
36.8,20.63
0,18.16
0,15.62
0,13.63
0,13.14
0,12.44
0,11.22
0,10.38
0,9.85
0,9.48
0,9.06
0,8.36
14.45,7.83
157.8,10.44
362.1,13.12
546.67,15.59
696.33,17.52
796.72,19.15
830.58,20.5
812.53,21.45
734.5,22.02
612.28,22.21
445.08,21.88
252.35,20.96
59.75,18.34
0,15.02
0,15.01
0,14.99
0,14.29
0,13.47
0,12.9
0,12.62
0,12.39
0,12.21
0,11.92
0,11.78
13,12.11
140.52,14.61
310.27,17.98
495.75,20.45
665.67,22.41
773.55,23.96
822.25,25.03
815.8,25.69
732.22,25.92
609.08,25.72
439.33,24.94
219.12,23.69
44.97,20.63
0,17.69
0,17.41
0,16.64
0,15.63
0,14.9
0,14.38
0,14.25
0,14.38
0,14.27
0,13.95
0,13.43
10.6,13.22
135.25,16.07
345.92,20.81
526.6,23.3
672.15,25.01
763.6,26.22
795.83,26.97
742.4,27.24
661.45,27.07
497.83,26.59
338.83,25.54
165.82,24.13
38.05,21.49
0,18.72
0,18.2
0,17.98
0,17.6
0,17.19
0,16.8
0,16.49
0,16.21
0,15.94
0,15.56
0,15.08
10.73,14.68
120.4,16.94
284.45,21.02
456.5,23.53
593.3,25.23
748.67,25.8
675.8,25.67
606.88,25.19
581.25,24.96
461.12,24.84
316.95,24.19
176.15,23.28
38.65,21.25
0,19.5
0,18.73
0,18.12
0,17.46
0,16.86
0,16.25
0,15.63
0,15.03
0,14.26
0,13.62
0,12.91
9.68,12.58
87.38,15.54
175.93,19.03
296.5,21.46
460.2,23.02
620.45,23.97
759.2,24.1
751.83,23.22
663.08,22.23
514.53,21.61
327.27,21.4
143.95,21.03
34.83,19
0,16.48
0,15.47
0,14.72
0,14.08
0,13.75
0,13.49
0,13.63
0,13.88
0,13.6
0,13.05
0,12.67
9,12.82
138.05,15.07
326.73,18.74
509.05,21.06
657.22,22.6
757.92,23.76
806.28,24.62
788.38,25.25
713.85,25.53
583.88,25.33
414.08,24.64
194,23.51
30.17,20.97
0,18.35
0,16.31
0,15.12
0,14.56
0,14.04
0,13.83
0,14.01
0,14.4
0,14.42
0,14.59
0,14.58
7.32,14.31
120.45,14.85
315.3,17.53
512.62,20.26
653.22,21.98
752.15,23.2
790.45,23.95
767.78,24.44
690.58,24.55
560,24.18
385.5,23.31
185.98,21.99
31.25,19.71
0,18
0,15.83
0,14.67
0,14.14
0,14.05
0,14.29
0,14.48
0,14.01
0,13.19
0,12.57
0,12.18
6.78,12
114.4,14.08
276.25,17.59
463.17,20.16
599.72,21.67
707.33,22.73
753.33,23.37
758.4,23.41
694.75,23.05
567,22.89
366,22.51
169.57,21.58
23.55,18.99
0,17.13
0,16.88
0,16.48
0,15.86
0,15.37
0,14.98
0,14.77
0,14.49
0,13.98
0,13.52
0,13.24
7.25,12.73
121.38,14.11
301.2,17.78
486.05,20.07
651.4,21.61
781.4,22.71
821.42,23.55
803.45,24.09
724.83,24.24
587.72,24.04
411.9,23.39
215.43,22.3
35.5,18.85
0,16.44
0,15.31
0,14.64
0,13.3
0,11.96
0,11.37
0,11.07
0,11.07
0,11.2
0,11.24
0,11.22
8.05,11.4
147.07,13.43
340.98,17.67
500.48,20.03
625.33,21.73
721.38,22.95
729.88,23.67
747,24
676.38,23.95
547.65,23.56
374.85,22.85
196.1,21.7
25.83,18
0,16.02
0,16.15
0,16.22
0,15.82
0,15.1
0,14.28
0,13.75
0,13.44
0,13.6
0,13.79
0,13.2
6.95,12.47
127.65,13.98
326.55,18.34
516.88,21
663.05,22.56
759.97,23.52
796.22,24.18
774.08,24.57
694.58,24.61
560.55,24.25
386.85,23.42
193.1,22.25
18.92,18.32
0,15.66
0,15.17
0,14.62
0,13.89
0,13.38
0,13.09
0,12.91
0,12.59
0,12.18
0,12.01
0,12.1
5.6,12.29
122.43,13.98
285.45,17.83
447.15,20.24
542.75,21.12
643.95,21.85
618.47,22.72
612.83,22.5
588.03,21.56
432.8,20.53
290.5,19.85
142.15,18.63
17.65,15.8
0,12.97
0,11.45
0,9.79
0,8.66
0,7.85
0,7.38
0,7.11
0,6.67
0,6.14
0,5.56
0,5.01
6.8,4.74
140.82,7.53
333.33,11.54
524.42,14.06
673.2,15.51
686.91,16.56
805.92,17.33
783.95,18.18
703.33,18.75
568.3,18.93
392.42,18.58
194.27,17.68
24.45,14.39
0,12.2
0,11.94
0,11.51
0,11.14
0,10.67
0,10.41
0,10.17
0,9.82
0,9.4
0,9.17
0,9.02
5.53,8.93
119.62,10.25
312.1,13.87
513.2,16.69
657.25,18.54
752.67,19.83
758,20.69
739,21.1
649.8,21.16
448.1,20.88
318.5,20.07
178,18.9
16.05,15.07
0,13.06
0,12.87
0,12.48
0,12.19
0,11.68
0,11.37
0,11.52
0,11.76
0,11.67
0,11.43
0,11.18
4.2,10.91
106.57,11.99
279.4,15.66
468.77,17.94
615.05,19.64
712.42,20.76
765.08,21.41
741.22,21.83
659.8,21.81
499.35,21.38
317.73,20.7
147.62,19.62
13.35,16.49
0,15.27
0,15.06
0,14.59
0,14.18
0,13.71
0,13.37
0,13.08
0,12.84
0,12.55
0,12.49
0,12.91
3.83,13.18
61.95,14.13
185.25,17.01
329.4,19.26
503.95,20.46
621.2,20.92
610.17,21.13
613.03,21.41
587.55,21.69
398.88,21.01
232.32,19.55
94.88,17.26
10.52,14.12
0,11.81
0,11.23
0,10.54
0,9.56
0,8.74
0,7.93
0,6.99
0,5.2
0,4.27
0,4.12
0,3.79
0,3.52
107.88,4.87
235.25,7.48
398.08,9.12
588.33,10.38
743.67,12.12
778.1,13.5
756.62,13.86
672.55,14.24
537.05,14.34
362.08,13.78
166.18,12.63
10.27,9.24
0,7.34
0,6.74
0,5.92
0,5.37
0,5.19
0,5.23
0,5.41
0,5.43
0,5.14
0,4.97
0,4.77
0,4.63
111.88,5.38
293.67,8.89
476.02,11.25
636.35,12.89
750.8,14.2
789.25,15.24
766.78,16
684.67,16.32
522.45,16.17
335.95,15.54
146.23,14.32
11.5,10.42
0,8.68
0,7.88
0,7.05
0,6.34
0,5.68
0,5.16
0,4.95
0,5.18
0,5.46
0,5.4
0,4.88
0,4.52
121.12,5.84
308.67,9.89
492.95,12.7
640.7,14.81
738.53,16.31
773.9,17.41
750.8,18.02
657.28,18.13
511.3,17.84
329.48,17.11
139.23,15.84
9.62,12.54
0,11.64
0,10.97
0,9.7
0,8.98
0,8.85
0,9.25
0,9.83
0,9.94
0,9.8
0,9.61
0,9.55
0,9.34
88.68,10.02
249.07,12.62
429.23,15.29
584.22,17.16
708,18.37
762.1,18.94
735.25,19.41
650.53,19.81
516.65,19.82
327.27,19.16
131.65,17.76
7.85,13.31
0,12.48
0,12.27
0,11.19
0,10.31
0,9.77
0,9.4
0,9.18
0,8.87
0,8.44
0,8.28
0,7.84
0,7.77
90.82,8.82
256.45,12.42
432.48,15.36
581.8,17.49
689.7,18.96
740.92,20.06
716.25,20.87
630.4,21.08
492.83,20.7
295.58,19.84
118.28,18.22
6.97,14.92
0,12.63
0,11.85
0,11.29
0,10.75
0,9.7
0,8.7
0,8.09
0,7.69
0,7.24
0,6.86
0,6.47
0,6.22
76.43,6.93
201.75,9.54
369.1,12.36
584.25,14.26
537.78,15.75
569.42,16.79
559.38,17.26
484.88,17.38
274.2,17.57
198.35,17.14
79.43,15.76
4.25,13
0,11.26
0,9.68
0,8.75
0,7.88
0,8.2
0,8.05
0,7.27
0,6.36
0,5.37
0,4.58
0,3.86
1.33,3.46
71.25,3.81
225.45,6.06
362.27,8.25
504.52,9.74
585.65,10.99
584.03,11.82
597.7,12.14
577.92,12.14
391.23,11.92
242.1,11.34
91.53,10.36
5.5,7.99
0,6.42
0,5.05
0,4.15
0,3.48
0,2.63
0,2.32
0,2.37
0,2.17
0,1.96
0,2.02
0,2.08
0,2.25
102.85,3.34
280.17,6.59
476.2,9.2
623.22,11.17
719.2,12.5
753.67,13.38
727.03,13.84
641.4,13.88
503.42,13.56
325.7,12.92
130.38,11.71
5.43,8.05
0,7.2
0,7.1
0,6.57
0,6.14
0,5.89
0,5.44
0,5.1
0,4.93
0,4.85
0,4.79
0,4.79
0,4.63
90.03,5.02
254.57,8.75
419.33,11.47
570.83,13.3
686.78,14.59
729,15.5
698.97,16.28
612.08,16.57
474.02,16.38
295.35,15.63
103.75,14.04
3.42,10.82
0,9.84
0,9.35
0,9.09
0,8.86
0,8.77
0,8.71
0,8.64
0,8.53
0,8.33
0,8.13
0,8.06
0,8.05
65.57,8.68
218.38,11.37
368.38,14.8
527.9,16.8
625.3,18.04
716.05,18.84
683.22,19.45
543.72,19.75
395.48,19.56
232.88,18.71
87.4,16.61
0,13.93
0,13.02
0,12.16
0,11.35
0,10.87
0,10.88
0,11.21
0,11.22
0,10.81
0,10.01
0,9.14
0,8.48
0,8.28
34.08,8.52
129.88,10.03
238.15,12.48
320.45,13.26
380.2,14.19
380.75,15.12
416.17,15.87
515.83,16.39
379.4,16.54
218.9,15.97
48.12,14.15
0,11.14
0,10.38
0,9.6
0,8.93
0,8.63
0,8.18
0,7.84
0,7.29
0,6.88
0,6.44
0,5.84
0,6.04
0,6.18
48.4,6.65
147.65,7.9
198.4,9.88
223.02,11.72
303.6,12.41
420.95,12.34
552.03,12.74
491.6,13.21
391.65,13.1
216.2,12.37
76.5,10.91
0,8.94
0,7.97
0,7.16
0,6.26
0,6.01
0,5.77
0,5.26
0,4.84
0,4.36
0,3.89
0,3.44
0,3.22
0,2.72
36.1,2.38
109.3,3.07
199.68,4.64
319.5,6.59
399.23,7.98
453.25,8.51
459.33,8.94
405.27,8.89
305.4,8.21
187.82,7.11
57.33,5.9
0,3.96
0,2.58
0,1.93
0,1.57
0,0.86
0,0.47
0,-0.72
0,-1.6
0,-2.26
0,-2.73
0,-3
0,-3.36
0,-3.55
63.35,-2.57
231.43,0.93
402.8,3.39
531.12,4.82
691.6,5.86
668.28,6.64
533.62,7.32
404.67,7.63
295.23,7.45
182.62,6.68
64.4,5.2
0,2.64
0,1.59
0,-0.14
0,-1.13
0,-1.46
0,-1
0,-0.09
0,0.13
0,0.25
0,0.27
0,0.23
0,0.17
0,-0.05
44.88,-0.2
213.65,0.68
373.62,1.68
510.92,2.62
598.53,3.28
582.65,3.67
438.6,3.84
377.9,3.75
297.62,3.5
166.52,3.09
53.1,2.44
0,1.69
0,1.32
0,1.05
0,0.71
0,0.21
0,-0.24
0,-0.53
0,-1
0,-1.49
0,-2.02
0,-2.47
0,-2.77
0,-2.78
65.07,-2
228.85,1.13
408.3,3.27
571.62,4.64
641.45,5.76
672.6,6.81
639.22,7.64
559.58,8.02
417.3,7.87
261.52,7.18
60.85,5.65
0,2.36
0,1.73
0,1.46
0,0.71
0,-0.05
0,-0.35
0,-0.72
0,-1.07
0,-1.43
0,-1.62
0,-1.57
0,-1.39
0,-1.2
40.95,-0.58
166.9,2.09
321.02,4.66
508.5,6.2
660.53,7.15
699.6,7.86
671.28,8.34
554.9,8.57
404.3,8.39
233.43,7.78
67.8,5.59
0,2.54
0,2.52
0,2.24
0,1.77
0,1.59
0,1.61
0,1.7
0,1.74
0,1.78
0,1.88
0,2.02
0,2.12
0,2.03
58.03,2.01
211.98,4.01
418.12,6.29
558.83,7.93
663.47,8.95
693.5,9.79
665.1,10.33
578.28,10.66
388.23,10.67
198.68,10.18
46.42,7.43
0,4.08
0,4.25
0,3.89
0,3.59
0,3.97
0,4.63
0,5
0,4.51
0,3.83
0,3.32
0,2.97
0,3.04
0,3.13
46.53,3.33
210.23,5.8
383.77,8.72
525.2,10.72
637.25,12.06
675.4,13.06
648.42,13.61
512.28,13.83
348.38,13.66
185.48,12.9
45,9.75
0,5.75
0,5.23
0,5.04
0,4.96
0,4.84
0,4.9
0,5.13
0,5.3
0,5.37
0,5.18
0,4.8
0,4.3
0,3.84
43.75,3.83
218.77,6.22
395.08,9.39
540.88,11.46
643.83,12.89
679.88,13.87
650.33,14.4
563.97,14.62
382.88,14.45
202.2,13.72
48.17,10.93
0,8.1
0,7.96
0,7.36
0,6.27
0,5.59
0,5.11
0,4.88
0,5.11
0,5.57
0,5.93
0,6.18
0,6.38
0,6.4
46.53,6.85
201.35,9.31
410.45,12.32
551.95,14.4
643.3,15.63
676.55,16.47
647.9,16.85
519.78,16.8
360.23,16.33
193.25,15.44
43.8,12.5
0,10
0,9.52
0,8.84
0,8.25
0,7.8
0,7.72
0,7.63
0,7.3
0,7.09
0,6.78
0,6.58
0,6.61
0,6.67
39.88,6.91
203.27,8.82
403.05,12.46
544.8,14.61
636.83,15.81
674.5,16.49
643.92,16.6
555.05,16.39
390.33,15.82
210.1,14.82
45.85,12.02
0,10.21
0,9.45
0,8.38
0,7.7
0,7.54
0,7.41
0,7.26
0,6.93
0,6.72
0,6.88
0,7.17
0,7.1
0,6.77
34.95,6.79
188.55,8.73
351.85,11.85
520.4,13.94
605.88,15.37
664.25,16.15
631.33,16.47
541.9,16.35
400.1,15.85
221.2,14.95
48.4,12.52
0,10.46
0,10.33
0,9.71
0,8.95
0,8.24
0,7.94
0,7.82
0,7.77
0,7.55
0,7.27
0,6.99
0,6.83
0,6.8
37.55,6.88
193.65,8.83
379.45,12.38
519.28,14.1
609.35,15.17
656.75,15.77
621.8,16.06
529.3,16.03
387.35,15.68
212.55,14.87
27,12.39
0,10.24
0,9.32
0,8.65
0,8.32
0,7.94
0,7.6
0,7.27
0,6.85
0,6.51
0,6.23
0,6.11
0,6.31
0,6.53
29.27,6.65
176.4,8.38
327.1,12.22
463.25,14.74
578.5,16.49
646.47,17.68
617.08,18.34
527.1,18.51
335.35,18.2
159.07,17.14
25.85,13.63
0,11.48
0,10.12
0,8.55
0,8.14
0,8.29
0,7.81
0,7.11
0,6.24
0,5.29
0,4.65
0,4
0,3.9
0,3.71
28.1,3.21
145.25,5.16
264.15,7.86
375.67,9.73
463.85,11.14
474.92,12.02
477.9,12.37
405.52,12.52
322.7,12.34
182.88,11.57
30.33,9.23
0,6.42
0,5.94
0,5
0,3.76
0,2.82
0,2.51
0,2.54
0,2.47
0,2.36
0,2.34
0,2.51
0,2.65
0,2.63
31.75,2.68
184.2,5.48
360.5,8.99
502.12,10.8
595.28,12.1
638.62,13.03
609.4,13.64
522.42,13.83
384.55,13.57
211.57,12.89
39.28,10.26
0,7.63
0,7.53
0,6.56
0,5.39
0,4.8
0,4.52
0,4.53
0,4.56
0,4.53
0,4.66
0,4.78
0,4.91
0,5
30.08,5.16
178.07,7.22
363.45,10.56
501.77,12.72
590.85,14.16
632.58,15
598.97,15.27
500.73,15.17
354.88,14.7
183.02,13.78
29.73,11.05
0,9.56
0,8.45
0,7.28
0,6.69
0,6.51
0,6.49
0,6.36
0,6.06
0,5.82
0,5.8
0,6.19
0,6.6
0,6.48
24.52,6.33
167.65,7.66
345.55,11.02
488.88,13.39
577.85,14.68
617.47,15.43
556.92,15.75
493.83,15.6
334.58,15.08
160.5,14.09
24.48,11.36
0,10.06
0,9.35
0,9.11
0,9.18
0,9.38
0,9.48
0,9.22
0,8.57
0,8.19
0,7.85
0,7.73
0,7.46
0,7.14
16.92,6.93
130.07,7.48
257.77,9.22
360.25,11.34
416.83,12.39
446.98,12.83
415.75,12.83
332.15,12.62
209.38,12.11
85.43,11.32
13.75,9.8
0,9.05
0,9.03
0,8.84
0,8.74
0,8.66
0,8.38
0,7.79
0,7.25
0,6.75
0,6.35
0,5.95
0,5.45
0,5.02
22.15,4.89
158.88,6.15
312.08,9.08
446.85,11.03
543.97,12.34
583.62,13.01
541,13.39
456.73,13.23
318.1,12.58
168.12,11.56
17.17,8.87
0,6.73
0,6.69
0,6.44
0,6.08
0,5.56
0,5
0,4.68
0,4.34
0,3.98
0,3.66
0,3.48
0,3.46
0,3.59
19.12,4.01
146.77,5.66
283.95,8.39
396.92,10.05
527.85,11.28
570.08,12.13
521.42,12.47
452.55,12.23
309.9,11.52
148.35,10.3
18.7,7.54
0,5.09
0,4.38
0,4.35
0,4.13
0,3.18
0,2.57
0,1.85
0,1.04
0,0.09
0,-1.09
0,-2.22
0,-2.73
0,-2.86
21.73,-2.67
157.88,-0.32
313.75,2.34
447.48,3.66
583.25,4.4
602.28,5.05
586.53,5.39
497.33,5.51
361.52,5.3
186.5,4.6
25.2,2.81
0,0.79
0,-1.02
0,-1.9
0,-2.31
0,-2.47
0,-2.49
0,-2.24
0,-1.6
0,-1.34
0,-1.39
0,-1.41
0,-1.38
0,-1.27
21.08,-0.97
179.75,1.24
355.88,3.82
499.83,5.6
588.6,6.86
611.25,7.7
578.35,8.17
486.92,8.2
346.92,7.68
143.18,6.57
12.77,3.2
0,0.88
0,0.88
0,1.8
0,2.18
0,1.85
0,1.6
0,1.21
0,0.68
0,0.2
0,0.19
0,0.31
0,0.38
0,0.36
17.33,0.23
138.98,1.51
285.6,3.97
427.9,5.9
538.5,7.33
595.08,8.16
565.2,8.5
479.77,8.55
341.77,8.27
170.73,7.43
10.65,4.4
0,3.3
0,2.56
0,2.12
0,2.28
0,2.31
0,2.15
0,1.89
0,1.53
0,1.2
0,1.08
0,1.26
0,1.65
0,2.34
14.5,2.97
146.07,4.02
294.02,6.31
430.52,7.94
523.1,9
554.97,9.57
531.72,9.76
465.12,9.93
290.58,9.7
120.03,8.51
9.75,5.22
0,4.47
0,4.25
0,3.93
0,3.67
0,3.77
0,4.13
0,4.21
0,3.88
0,3.25
0,2.82
0,2.65
0,2.65
0,2.74
13.52,2.64
124.07,3.49
233.5,6.42
315.52,8.21
380.65,9.66
450.33,10.47
430.83,10.65
365.77,10.56
266.73,10.2
116.25,9.04
10.35,6.5
0,5.63
0,5.48
0,5.3
0,5.34
0,5.05
0,4.48
0,3.64
0,3.02
0,3
0,2.99
0,3.14
0,3.36
0,3.42
12.62,3.42
125.35,4.32
262.7,7.22
392.12,9.48
488.85,10.86
528.1,11.54
513.12,11.67
434.25,11.52
284.08,11.21
130.95,10.25
11.02,6.49
0,4.91
0,4.86
0,4.59
0,4.33
0,4.38
0,4.58
0,4.78
0,4.79
0,4.65
0,4.52
0,4.23
0,3.48
0,3.15
11.6,3.18
124.15,4.8
278.8,8.43
413.65,10.82
505.48,12.57
549.72,13.52
521.47,13.93
435.33,13.9
291.67,13.5
130.07,12.41
10.82,9.27
0,8.23
0,6.9
0,5.11
0,4.4
0,4.97
0,6.1
0,6.84
0,7.09
0,7.16
0,6.88
0,6.8
0,6.72
0,6.35
12.23,5.92
132.98,6.83
290.67,9.38
419.9,11.41
508.98,12.97
555.22,13.84
518.38,14.12
423.45,13.97
288.6,13.43
127.55,12.3
8.18,9.08
0,8.2
0,7.49
0,6.98
0,6.96
0,6.95
0,6.87
0,6.7
0,6.51
0,6.39
0,6.31
0,6.16
0,6.04
0,5.96
9.38,5.84
109.8,6.61
264.92,9.11
395.48,11.42
495.27,12.9
553.7,13.72
522.28,14.02
431.35,13.9
289.35,13.38
129.1,12.05
9.73,9.01
0,8.41
0,8
0,7.57
0,7.24
0,6.92
0,6.79
0,6.77
0,6.46
0,5.98
0,5.51
0,4.99
0,4.46
0,4.07
5.6,3.81
16.4,4.42
146.9,6.11
217.3,7.22
250.05,7.02
238.43,6.26
204.48,6.15
204.82,6.21
115.45,5.61
26.38,4.67
6.05,3.43
0,1.67
0,0.52
0,0.37
0,-0.11
0,-0.72
0,-1.01
0,-1.12
0,-1.42
0,-1.77
0,-2.07
0,-2.09
0,-1.75
0,-1.42
9.52,-1.32
137.9,0
283.2,2.72
410.65,4.79
502.83,5.97
541,6.76
490.23,7.22
409.33,7.2
270.15,6.68
115,5.66
7.25,2.32
0,1.11
0,1.34
0,1.3
0,1.27
0,1.32
0,1.55
0,1.91
0,2.12
0,2.14
0,2.21
0,2.17
0,1.92
0,1.76
7.38,2.15
103.4,3.09
225.62,4.34
307,5.83
399.77,7.03
472.58,7.9
470.12,7.79
365.23,7.51
240.8,6.97
76.7,6.06
7.05,3.41
0,2.91
0,2.97
0,2.69
0,2.48
0,2.32
0,2.14
0,1.93
0,1.77
0,1.87
0,2.05
0,2.38
0,2.65
0,2.59
4.85,2.14
35.03,1.78
149.27,2.22
251.85,2.99
349.02,3.96
365.48,4.45
347.23,5.11
333.5,5.47
249,5.04
112.85,3.93
7.12,1.04
0,-0.9
0,-1.49
0,-2.06
0,-2.68
0,-3.02
0,-3.2
0,-3.47
0,-3.79
0,-3.98
0,-4.22
0,-4.68
0,-5.05
0,-5.18
8.02,-5
130.68,-3.15
283.1,0.17
424.58,1.59
515.42,2.97
542,4.09
513.65,4.64
429.95,4.73
296.62,4.34
130.95,3.35
7.72,0.03
0,-1.25
0,-1.18
0,-1.06
0,-1.26
0,-1.73
0,-2.02
0,-2.25
0,-2.66
0,-3.02
0,-3.11
0,-3.06
0,-3.06
0,-2.87
5.88,-2.68
111.57,-1.79
263.83,1.14
402.85,3.07
489.75,4.35
533.28,4.95
503.23,5.02
417.88,4.76
275.35,4.15
112.55,3.13
5.68,1.04
0,0.3
0,0.07
0,-0.53
0,-1.49
0,-2.07
0,-1.77
0,-1.46
0,-1.56
0,-1.63
0,-1.49
0,-1.54
0,-1.59
0,-1.6
4.47,-1.76
85.93,-1.19
207.98,0.24
312.17,1.36
394.17,2
406.88,2.35
394.48,2.11
329.83,1.7
227.15,1.35
98.25,0.83
4.97,-1.61
0,-3.34
0,-4
0,-4.38
0,-4.69
0,-5.02
0,-5.61
0,-6.12
0,-6.52
0,-6.86
0,-7.1
0,-7.07
0,-6.97
0,-6.82
5.35,-6.39
111.35,-5.37
275.3,-3.6
416.5,-1.91
503.2,-0.57
525.03,0.32
500.4,0.76
398.5,0.72
269.7,0.24
104.8,-0.72
4.47,-3.25
0,-4.85
0,-5.58
0,-5.92
0,-5.83
0,-5.57
0,-5.5
0,-5.79
0,-6.2
0,-6.44
0,-6.45
0,-6.37
0,-6.32
0,-6.17
4.35,-6
114.38,-5.04
271.4,-2.81
413.98,-1.18
501.45,0.03
525.88,0.81
497.4,1.18
411.4,1.2
230.68,0.93
86.82,-0.03
4,-2.41
0,-3.37
0,-3.88
0,-4.62
0,-5.18
0,-5.16
0,-4.83
0,-4.53
0,-4.25
0,-4.17
0,-4.29
0,-4.54
0,-4.83
0,-4.98
0,-5
116.03,-4.4
252.45,-1.95
398.12,-0.02
486.3,1.7
516.3,2.8
487.02,3.25
403.92,3.19
234.82,2.62
92.12,1.28
0,-1.17
0,-2.09
0,-2.32
0,-1.85
0,-1.38
0,-1.11
0,-1.33
0,-1.7
0,-2.04
0,-2.05
0,-1.93
0,-2.15
0,-2.47
0,-2.62
0,-2.74
99.93,-2.36
243.35,-0.44
387.8,1.97
475.33,4.04
505.7,5.04
481.25,5.33
395.85,5.29
264.2,4.82
74.1,2.61
0,-0.48
0,-0.99
0,-0.98
0,-0.42
0,-0.12
0,0.1
0,0.16
0,0.07
0,-0.15
0,-0.15
0,-0.11
0,-0.26
0,-0.57
0,-0.93
0,-1.25
46.33,-1.19
107.05,-0.24
184.77,1.03
201.77,1.68
281.65,1.91
299.65,2.37
281.1,3.02
199.3,3.19
53.03,2.21
0,0.94
0,0.27
0,-0.13
0,-0.33
0,-0.5
0,-0.73
0,-0.98
0,-1.11
0,-1.19
0,-1.41
0,-1.66
0,-1.81
0,-2.08
0,-2.38
0,-2.61
65.03,-2.22
204.8,-0.47
315.05,0.72
413.73,1.33
454.58,1.67
434.75,1.92
348.83,2.01
242.8,1.61
65.15,0.83
0,-1.01
0,-2.1
0,-2.59
0,-2.87
0,-2.95
0,-3.02
0,-3.15
0,-3.23
0,-3.25
0,-3.45
0,-4.08
0,-4.45
0,-4.64
0,-4.86
0,-5.04
81.82,-4.56
182.8,-2.56
315.83,-0.66
416.58,0.25
473.48,0.48
443.48,0.4
372,0.07
195.02,-0.46
70.8,-1.19
0,-2.9
0,-3.87
0,-4.14
0,-4.29
0,-4.52
0,-4.63
0,-4.56
0,-4.59
0,-4.83
0,-5.26
0,-5.84
0,-6.28
0,-6.39
0,-6.11
0,-5.75
88.28,-5.36
235.98,-3.62
375.4,-1.69
469.33,-0.27
498.77,0.77
471.02,1.33
388.35,1.44
207.7,1.05
68.53,-0.23
0,-3.39
0,-4.62
0,-4.99
0,-5.16
0,-5.34
0,-5.6
0,-5.88
0,-5.95
0,-5.87
0,-5.95
0,-6.12
0,-6.16
0,-6.32
0,-6.83
0,-7.42
71.32,-7.28
212.93,-5.05
352.27,-2.87
444.8,-1.24
479.88,-0.38
450.62,0.14
373.23,0.17
192.8,-0.3
67.62,-1.51
0,-4.56
0,-5.61
0,-5.7
0,-6.04
0,-6.66
0,-7.15
0,-7.48
0,-7.5
0,-7.64
0,-8.04
0,-8.36
0,-8.51
0,-8.69
0,-8.92
0,-9.22
82.1,-8.84
229.55,-6.64
373.42,-4.43
466.15,-2.82
494.77,-1.79
467.48,-1.25
386.05,-1.09
209.43,-1.34
68.72,-2.61
0,-5.37
0,-5.69
0,-5.62
0,-5.97
0,-6.26
0,-6.44
0,-6.67
0,-6.87
0,-7.11
0,-7.27
0,-7.28
0,-7.07
0,-6.75
0,-6.7
0,-7.21
72.38,-7.41
206.7,-5.68
365.6,-3.49
460.08,-1.91
489.9,-0.78
461.15,-0.13
381.27,0.08
203.15,-0.34
70,-2.06
0,-5.39
0,-6.14
0,-6.37
0,-6.41
0,-6.17
0,-5.74
0,-5.44
0,-5.57
0,-6.06
0,-6.44
0,-6.48
0,-6.23
0,-5.72
0,-5.22
0,-5.14
74.05,-5.24
209.75,-4.3
359.2,-2.25
460.17,-0.64
492.55,0.28
465.38,0.53
380.45,0.51
192.7,0
59.85,-1.71
0,-4.24
0,-4.81
0,-4.7
0,-4.47
0,-4.37
0,-4.43
0,-4.66
0,-5.05
0,-5.49
0,-5.78
0,-5.75
0,-5.48
0,-5.29
0,-5.11
0,-5.11
62.67,-5.21
220.43,-4.3
362.77,-2.59
451.08,-1.16
481.4,-0.39
452.05,-0.09
369.98,-0.16
198.93,-0.7
62.65,-2.21
0,-4.23
0,-4.56
0,-4.66
0,-4.02
0,-3.66
0,-3.98
0,-4.96
0,-5.86
0,-6.36
0,-6.18
0,-5.61
0,-5.18
0,-5.2
0,-5.29
0,-5.33
66.43,-5.16
221.88,-3.94
345.05,-1.86
453.8,-0.23
483.83,0.71
459.3,1.31
371.95,1.56
187.85,1.2
55,-0.6
0,-2.61
0,-3.18
0,-3.42
0,-3.63
0,-3.9
0,-4.2
0,-4.63
0,-5.09
0,-5.43
0,-5.7
0,-5.93
0,-6.26
0,-6.78
0,-7.33
0,-7.88
54,-7.94
192.05,-6.04
311.08,-4.45
380.88,-3.46
435.9,-2.83
382.33,-2.48
300.55,-2.4
195.95,-2.75
57.38,-3.62
0,-4.96
0,-5.4
0,-5.35
0,-5.04
0,-4.83
0,-5.19
0,-5.83
0,-6.48
0,-7.07
0,-7.52
0,-7.8
0,-7.96
0,-8.06
0,-8.11
0,-7.88
51.08,-7.22
177.48,-5.39
307.5,-2.98
414.1,-0.91
441.48,0.7
411.83,1.58
330.9,1.76
176.85,1.11
48.35,-1.04
0,-3.74
0,-4.42
0,-4.91
0,-5.68
0,-6.67
0,-7.31
0,-7.58
0,-7.09
0,-6.31
0,-6.38
0,-6.51
0,-6.34
0,-6.04
0,-5.87
