PV,Tem
0,3.76
0,3.41
0,3.17
0,3.1
0,2.81
0,1.84
0,0.96
0,0.69
0,0.44
0,0.35
0,0.06
0,-0.13
53.92,0.8
204.48,3.32
395.92,5.7
563.42,7.37
713.53,8.95
712.9,10.03
737.9,10.57
690.28,10.67
551.95,10.29
384.7,9.46
199.7,7.91
40.1,4.01
0,2.07
0,1.19
0,-0.21
0,-1.01
0,-1.48
0,-1.87
0,-2.13
0,-2.21
0,-2.15
0,-1.79
0,-1.76
0,-1.77
76.3,-0.16
275.42,3.22
478.55,5.53
644.03,7.12
741.2,8.46
745.03,9.59
735.35,10.49
713.62,10.98
509.4,10.99
348.6,10.36
176.4,8.82
28.88,4.59
0,2.9
0,2.76
0,2.6
0,2.51
0,2.56
0,2.46
0,2.19
0,1.78
0,1.24
0,1.1
0,1.3
0,1.4
35.75,2.01
159.82,3.96
304.02,5.71
481.77,7
584,7.65
666.42,8.05
729.1,8.18
608.7,8.14
483.17,8.01
353.48,7.82
191.68,7.18
34.9,4.02
0,3.2
0,3.13
0,2.75
0,2.19
0,1.9
0,1.76
0,1.64
0,1.75
0,1.81
0,2.06
0,2.32
0,2.43
62.78,3.16
202.75,5.36
398.85,7.63
561.5,9.16
670.35,10.07
757.33,10.72
720.65,11.21
686.25,11.46
568.08,11.41
400.83,10.97
211.25,9.85
40.35,5.65
0,4.11
0,4.31
0,3.31
0,2.45
0,2.16
0,2.32
0,2.55
0,2.64
0,2.54
0,2.52
0,2.71
0,2.99
68.57,4.26
240.6,7.69
430.95,10.33
606.47,12.23
724.15,13.37
825.05,14.04
809.25,14.37
744.4,14.37
608.97,14.04
431.65,13.37
235.15,12.07
48.25,7.9
0,6.76
0,6.09
0,5.03
0,4.65
0,4.93
0,5.1
0,5.01
0,4.72
0,4.22
0,3.85
0,3.55
0,3.88
81.22,5.55
240.2,8.69
434.25,11.39
616.3,13.33
734.2,14.4
804.38,15.03
783.35,15.36
705.03,15.33
590.53,14.96
384.12,14.28
200.12,12.82
41.58,9.04
0,7.92
0,7.35
0,6.15
0,5.16
0,4.75
0,4.87
0,5.12
0,5.27
0,5.6
0,6.17
0,6.76
0,6.97
71.72,8.04
226.45,10.8
414.25,13.54
588.9,15.31
710.85,16.44
827.38,17.21
821.03,17.65
742.08,17.79
612.05,17.58
425.6,17.05
222.57,15.64
47.8,12.37
0,9.81
0,8.56
0,8.05
0,7.62
0,7.35
0,7.27
0,7.25
0,7.02
0,6.47
0,6.13
0,5.67
0,4.81
17.85,4.85
152.27,5.61
221.45,6.35
396.7,7.34
438.3,7.87
491.42,8.05
718.85,8.21
632.15,8.54
476.35,8.89
347.25,8.59
169.82,7.44
42.15,4.56
0,1.35
0,-0.11
0,-0.96
0,-1.36
0,-1.7
0,-2.01
0,-2.33
0,-2.48
0,-2.64
0,-3.13
0,-3.52
0,-3.54
121.35,-0.43
309.27,3.24
483.5,5.64
636.47,7.04
728.35,7.93
793.62,8.58
757.25,8.92
718.03,9.02
608.83,8.91
429.48,8.53
248.6,7.68
63.5,4.52
0,1.91
0,1.52
0,1.1
0,1.06
0,1.16
0,1.09
0,1.14
0,1.17
0,1.01
0,0.83
0,0.86
0,1.09
101.4,2.6
276.15,6.21
510.85,8.88
678.6,10.74
794.15,12.35
845.8,13.39
829.38,13.88
766.58,13.97
636.53,13.63
453.4,12.88
245.4,11.58
51.85,7.85
0,6.31
0,4.37
0,2.76
0,2.29
0,2.18
0,2.11
0,2.79
0,3.76
0,3.45
0,3.28
0,3.21
2.83,2.81
57.17,3.04
211.12,5.39
340.08,7.34
439.25,8.46
563.2,9.27
703.97,10.22
698.47,10.86
670.4,11.15
548.03,11.17
397.58,10.89
208.4,10.08
51.03,6.87
0,4.05
0,3.79
0,3.87
0,3.74
0,3.4
0,2.89
0,2.69
0,2.6
0,2.64
0,2.64
0,2.27
5.35,1.88
127.88,3.21
336.15,6.62
532.62,8.71
696.67,10.26
802.8,11.34
868.25,12.07
844.17,12.59
789.05,12.81
630.05,12.67
463.6,12.24
270.88,11.35
74.1,7.42
0,4.88
0,5.11
0,4.54
0,3.64
0,3.15
0,3.01
0,3
0,2.97
0,2.97
0,3.03
0,3.24
5.82,3.47
91.07,4.79
265.88,7.78
442.75,10.18
606.9,11.77
661.78,12.09
806.97,11.72
701.55,11.94
644.97,12.64
599.5,12.62
419.6,12.21
202,11.36
54.88,8.05
0,6.2
0,5.78
0,5.15
0,4.43
0,3.57
0,2.88
0,2.58
0,2.32
0,2.21
0,2.19
0,2.26
6.78,2.42
127.43,4.48
326.33,8.36
518.58,10.47
681.35,12.11
797.95,13.19
872.42,13.86
858.3,14.26
771.72,14.42
642.65,14.28
448.62,13.91
253.52,13.06
75.25,9.93
0,7.72
0,6.76
0,5.07
0,3.48
0,2.29
0,1.62
0,1.21
0,1
0,1.01
0,1.25
0,1.62
7.97,2.45
132.65,5.39
333.95,9.8
522.12,11.89
679.03,13.01
778.3,13.6
817.67,13.92
810.88,14.17
700.92,14.33
530.4,14.12
384.05,13.63
199.77,12.64
52.53,9.64
0,6.44
0,6.55
0,7.65
0,7.67
0,7.31
0,7.05
0,6.94
0,6.53
0,5.97
0,5.31
0,4.76
8.4,4.47
102.4,5.86
251.65,8.26
403.7,10.28
631.85,11.55
712.55,12.67
701.12,13.5
711.65,14.05
698.97,14.32
549.22,14.21
375.27,13.66
198.18,12.55
50.33,10.55
0,8.24
0,7.21
0,6.43
0,5.86
0,5.25
0,4.35
0,3.79
0,3.36
0,3.01
0,2.8
0,2.67
9.52,2.84
109.62,6.26
267.2,10.27
423.42,12.84
632.92,14.44
787.2,15.5
717.7,16.17
788.5,16.53
653.15,16.5
567.1,16.08
389.17,15.36
190.43,14.45
54.05,11.85
0,10.17
0,9.07
0,7.85
0,6.91
0,6.31
0,5.95
0,6.02
0,6.65
0,7.41
0,7.85
0,8.01
8.73,8
106.03,9.55
240.7,12.37
434.73,14.62
591.75,16.25
754.17,17.31
845.53,17.85
841.78,18.08
766.12,17.94
637.83,17.48
466.45,16.86
270.35,16.01
84.47,13.28
0,11.45
0,10.77
0,8.8
0,7.17
0,6.36
0,6.11
0,6.03
0,7.04
0,8.03
0,8.29
0,8.09
12.35,7.99
146.85,10.22
346.48,14.16
538.88,16.67
699.72,18.18
807.12,19.18
825.85,19.79
835.5,20.04
691.5,19.92
548.5,19.19
368.4,18.04
195.93,16.89
62,14.08
0,11.89
0,11.42
0,10.31
0,9.38
0,8.97
0,8.88
0,8.95
0,8.58
0,7.81
0,6.84
0,5.83
13.02,5.64
136.23,9
310.3,14.33
505.92,17.59
639.85,19.49
654.92,20.63
778.3,21.44
673.28,21.91
736.38,21.82
623.83,21.18
413.23,20.34
197.45,18.85
70.03,16.07
0,14.36
0,12.88
0,12.1
0,11.43
0,10.51
0,9.6
0,8.89
0,8.48
0,8.45
0,7.87
0,7.56
7.75,7.56
47.62,9.72
142.43,12.73
412.23,15.74
321.83,16.68
430.88,16.46
430.85,16.35
434,16.61
330.95,16.89
248.12,16.46
174.73,15.66
80.35,14.48
8.32,12.58
0,10.65
0,9.5
0,8.89
0,8.54
0,8.2
0,7.62
0,7.01
0,6.41
0,5.78
0,5.16
0,4.62
4.3,4.43
57.25,5.53
162.2,6.82
301.9,8.18
491.12,9.73
603.17,11.04
801.08,11.84
703.15,12.68
659.08,13.07
566.28,12.78
385.77,12.14
195.1,11.34
67.38,10.09
0,8.2
0,7.5
0,6.87
0,6.33
0,6.22
0,5.85
0,5.04
0,4.25
0,3.63
0,3.03
0,2.54
17.95,2.45
164.15,5.37
373.85,8.52
568.45,10.71
726.97,12.33
837,13.27
885.83,13.9
870.95,14.24
793.28,14.25
658.85,13.95
481.95,13.47
285.62,12.72
95.72,10.98
0,8.14
0,7.88
0,7.69
0,7.29
0,6.89
0,6.27
0,5.69
0,5.35
0,4.99
0,4.67
0,4.56
18.65,5.11
147.57,7.96
345.05,11.65
534.53,13.79
691.58,15.37
810.6,16.42
875.9,17.1
857.75,17.48
787.85,17.59
651.58,17.38
477.73,16.91
281.33,16.16
102.57,14.01
0,11.3
0,11.41
0,10.81
0,9.74
0,8.73
0,8.01
0,7.52
0,7.23
0,7.17
0,7.14
0,7.14
22.9,7.51
177.23,10.19
374.75,13.59
561.5,15.96
715.6,17.62
832.8,18.79
901.15,19.51
893.05,19.8
813.85,19.74
625.1,19.27
479.73,18.66
250.43,17.67
82.9,15.45
0,13
0,11.3
0,9.47
0,8.42
0,8.03
0,7.8
0,6.55
0,6.22
0,6.77
0,7.18
0,7.23
17.08,7.73
108.72,10.5
285.77,13.41
474.5,15.32
601.15,16.8
642.2,17.86
766.03,18.38
759.42,18.62
580.83,18.69
558.75,18.68
457.45,18.52
228.52,17.99
84.1,15.52
3.53,12.88
0,12.49
0,11.72
0,10.54
0,9.48
0,8.86
0,8.51
0,8.1
0,7.55
0,7.04
0,6.89
22.25,7.6
118.88,12.39
258.05,16.87
448.35,19.59
539.42,20.91
556.67,21.88
763.45,22.55
656.62,22.79
527.53,22.81
284.38,21.72
137.3,20.55
75.6,19.56
43.9,17.26
2.1,14.66
0,12.88
0,11.04
0,9.9
0,9.29
0,8.18
0,7.23
0,6.8
0,6.3
0,5.78
0,5.2
13.18,5.13
85.68,6.77
199.2,8.18
266.05,9.71
365.98,11.08
434.27,11.95
430.05,12.56
559.78,12.88
477.8,12.93
653.28,12.66
453.4,12.08
280,11.46
96.78,10.12
4.47,6.74
0,5.21
0,4.37
0,3.59
0,2.76
0,1.96
0,1.32
0,0.86
0,0.6
0,0.48
0,0.34
27.5,0.92
156.12,3.78
366.33,6.43
561.6,8.28
748.25,9.55
736.6,10.35
763.83,10.98
792.83,11.42
691.35,11.69
671.95,11.69
482.95,11.4
280.75,10.7
99.53,9.34
4.62,5.77
0,4.94
0,4.78
0,3.86
0,3.11
0,3.22
0,3.13
0,2.66
0,2.19
0,1.6
0,1.28
6.75,0.89
64.05,2.48
162.18,4.03
299.23,5.05
501.9,5.75
646.8,6.45
611.9,6.76
675.28,6.69
666.65,6.4
595.78,5.65
449.92,4.73
286.95,3.89
111.1,2.72
6.15,0.41
0,-1.2
0,-1.86
0,-2.47
0,-2.94
0,-3.32
0,-3.7
0,-3.78
0,-3.59
0,-3.49
0,-3.48
43.45,-2.54
236.35,0.52
446.2,3.36
639.83,5.4
790.9,6.94
898.62,8.1
935.85,8.9
917.15,9.33
847.6,9.49
708.6,9.38
540.88,9.05
335.9,8.43
128.02,7.24
7.47,3.68
0,3.22
0,2.56
0,1.28
0,0.81
0,0.82
0,0.92
0,0.86
0,0.74
0,0.68
0,0.85
41.7,1.93
229.23,4.95
440.15,7.19
629.03,8.83
783.67,10.03
885.05,10.83
920.55,11.47
878.25,11.84
833.8,11.93
710.38,11.62
514.72,11.17
331.1,10.5
134.95,9.33
7.9,5.85
0,4.03
0,2.87
0,1.71
0,0.88
0,0.41
0,0.17
0,0.1
0,0.23
0,0.55
0,1.07
51.42,2.42
248.98,5.83
454.67,8.22
650.15,9.94
806.25,11.19
889.42,12.09
899.95,12.72
896.25,13.17
810.05,13.38
721.28,13.29
543.47,12.92
337.75,12.18
116.85,10.76
7.6,6.57
0,5.16
0,5.03
0,4.64
0,4.08
0,3.64
0,3.49
0,3.59
0,3.56
0,3.36
0,3.16
44.92,3.58
231.45,6.26
436.98,9.37
624.65,11.39
776.9,12.87
880.8,13.94
942.35,14.75
931.1,15.27
851.75,15.48
717.6,15.37
544.78,14.93
339.88,14.08
134.12,12.52
8.62,9.27
0,8.66
0,7.88
0,7.05
0,6.32
0,5.93
0,6.11
0,6.25
0,6.34
0,6.55
0,6.37
44.3,6.26
194.23,8.81
391.6,12.13
571.72,14.1
741.58,15.39
854.97,16.34
843.08,17.12
848.42,17.64
755.7,17.86
595.7,17.59
457.9,16.86
231.45,15.9
84.43,14.41
6.97,10.59
0,9.64
0,9.73
0,9.8
0,9.62
0,9.16
0,8.54
0,8
0,7.49
0,6.86
0,6.83
19.62,6.74
73.43,9.35
185.62,11.08
294.23,11.47
414.85,10.21
356.75,9.07
384.6,7.85
360.65,7.72
417.23,7.85
477.92,6.28
377.55,4.1
206,1.62
75.5,-0.68
7.72,-2.08
0,-3.27
0,-4.41
0,-5.38
0,-6.09
0,-6.53
0,-6.8
0,-6.91
0,-6.88
0,-6.83
0,-7.05
63.2,-6.24
257.65,-4.27
465.08,-2.34
635.17,-0.82
803.7,-0.02
936.83,0.54
979.5,1.1
956.15,1.75
873.88,2.21
765.35,2.46
588.85,2.56
387.05,2.28
173.07,1.35
15.35,-1.18
0,-2.06
0,-2.39
0,-2.93
0,-3.55
0,-4.19
0,-4.53
0,-4.56
0,-4.43
0,-4.22
0,-3.97
71.07,-2.59
259.38,1.07
469.92,3.78
643.9,6.31
836.22,8.4
938,9.65
994.95,10.27
969.03,10.54
907.22,10.65
764.88,10.67
591.5,10.47
385.85,10.04
173.95,8.57
16.35,5.44
0,4.2
0,2.42
0,1.39
0,1.07
0,1.11
0,1.49
0,2.25
0,2.85
0,2.92
0,2.88
83.7,3.9
291.45,7.66
509.58,11.33
702.92,13.92
857.47,16.03
961.2,17.37
960.88,18.16
980.53,18.44
896.53,18.3
762.72,17.82
588.22,17.12
382.92,16.18
169.23,13.94
15.68,9.43
0,8.74
0,7.92
0,7.07
0,7.04
0,7.36
0,6.98
0,6.15
0,4.54
0,3.64
0,4.26
79.8,6.26
271.35,9.76
472.83,13.25
637.38,15.45
758.2,16.94
827.7,17.55
788.28,17.76
862.83,18
703.78,18.18
575.72,17.91
383.38,16.73
210.7,15.15
95.55,13.18
9.45,11.06
0,9.97
0,9.44
0,9.29
0,9.25
0,9.19
0,8.89
0,8.37
0,7.6
0,6.88
0,6.24
41.92,6.77
141.77,10.26
283.42,13.72
402.02,15.97
490.42,17.58
696.65,18.75
825.8,19.61
785.53,20.03
703.85,20.2
557.35,20.06
382.88,19.52
201.05,18.61
85.43,16.48
8.9,13.36
0,11.91
0,10.77
0,9.79
0,9.26
0,9.28
0,8.76
0,8.07
0,7.59
0,7.47
0,7.21
37.42,7.85
114.55,11.64
233.9,15.28
314.05,17.64
489.98,19.35
641.22,20.48
593.7,21.42
532.92,22.09
424.77,22.5
371.2,21.94
231.23,20.57
88.53,18.76
39.17,16.02
3.2,13.28
0,11.66
0,10.36
0,8.98
0,7.06
0,5.19
0,4.05
0,3.6
0,3.39
0,3.07
0,2.72
12.25,3.29
32.5,5.79
183.82,7.22
186.02,7.57
320.4,7.82
320.02,8.1
402.45,8.74
389.55,9.77
506.08,10.34
659.75,10.62
466.4,10.25
352.52,9.05
157.7,7.25
22.23,4.79
0,2.32
0,0.97
0,-0.08
0,-0.92
0,-1.47
0,-1.64
0,-1.74
0,-1.91
0,-2
0,-1.91
103.03,0.34
315.95,4.52
520.5,6.91
710.8,8.93
843.8,10.48
955.38,11.68
1001.53,12.57
979.25,13.1
909.38,13.3
770.47,13.16
601.6,12.76
405.62,12.11
191.18,11.03
23.35,7.34
0,5.79
0,5.54
0,4.86
0,4.01
0,3.5
0,3.48
0,3.84
0,4.32
0,4.45
0,4.26
112.2,5.13
313.7,8.23
517.22,10.78
703.35,12.64
849.25,14.14
956.25,15.42
976.72,16.46
968.05,17.28
884.9,17.87
744.17,18.14
575.72,18
375.17,17.38
172.4,16.02
19.62,12.28
0,10.61
0,8.74
0,6.46
0,5.14
0,4.81
0,4.65
0,4.19
0,3.85
0,4.29
0,5.85
95.43,8.41
252.05,11.53
469,13.93
675.7,15.57
829.6,16.97
921.03,17.97
962.62,18.64
950.78,18.99
866.72,19.02
737,18.74
572.5,18.24
356.75,17.58
154,16.44
16.58,13.32
0,12.32
0,11.42
0,10.08
0,9
0,8.48
0,8.42
0,8.56
0,8.39
0,7.9
0,7.57
94.53,9.12
272.92,13.53
486.88,16.89
674.7,18.92
829.67,20.35
932.03,21.31
961.6,21.95
953.33,22.25
862.85,22.27
717.92,21.97
543.35,21.48
365.88,20.73
166.9,19.4
20.35,15.43
0,14.12
0,13.61
0,12.6
0,11.62
0,11.3
0,11.45
0,11.53
0,11.48
0,11.46
0,11.44
83.22,12.35
225.88,14.59
405.65,17.86
586.88,20.08
752.35,21.58
814.35,22.51
817.28,23.37
803.1,23.96
808.7,24.22
677.17,23.98
511.85,23.49
326.12,22.75
145.02,21.46
18.92,17.1
0,15.35
0,14.44
0,13.04
0,11.71
0,10.7
0,10.04
0,9.42
0,8.87
0,8.54
3.78,8.43
108.03,10.68
305.35,16.08
506.98,19.5
681.92,21.48
824.58,22.84
933.65,23.7
971.45,24.24
952.65,24.59
879.42,24.69
749.47,24.55
575.33,23.99
372.77,23.19
168.45,21.9
21.05,18.61
0,16.07
0,14.85
0,13.54
0,12.3
0,11.28
0,10.28
0,8.82
0,7.67
0,7.08
4.2,6.92
109.4,9.31
311.73,14.5
511.73,17.82
689.95,19.64
828.25,21.04
893,22.27
926.78,23.13
768.97,23.52
740.22,23.32
638.7,22.37
442.27,21.14
279.95,19.86
120.32,18.25
15.57,16.1
0,14.64
0,13.4
0,11.33
0,9.68
0,8.42
0,7.56
0,7.04
0,6.71
0,6.3
0.82,5.86
38.72,6.42
82.2,8.31
258,11.51
520.3,14.29
612.1,15.76
733.4,16.81
695.72,17.65
672.05,18.07
561.15,18.14
562.3,17.73
288.42,16.76
142.5,14.72
48.2,12.17
7.8,9.56
0,7.65
0,6.81
0,6.6
0,6.51
0,6.53
0,6.57
0,6.48
0,6.38
0,6.21
0.8,6.14
13.52,6.41
63.15,6.88
237.15,7.46
290.52,8.17
310.08,8.81
467.6,9.49
537.5,10.34
589.53,11.27
579.53,11.95
532.5,12.09
436.12,11.95
263.35,11.84
121.35,11.49
21.77,8.95
0,6.19
0,4.96
0,4.45
0,4.05
0,3.38
0,2.55
0,2.25
0,2.58
0,3.16
5.65,3.59
106.03,4.41
294.85,6.68
511,9.38
693.8,11.51
838.38,12.83
878.17,13.85
877.9,14.64
852.33,15.24
760,15.55
714.3,15.56
541.4,15.29
335.33,14.73
155.6,13.72
21.77,11.7
0,10.23
0,9.53
0,8.91
0,8.26
0,7.59
0,6.94
0,6.41
0,5.65
0,5.1
4.65,4.99
96.85,6.77
255.25,10.9
455.75,13.73
633.25,16.05
783.78,17.48
896.55,18.47
975.33,19.24
957.17,19.76
861.03,19.97
743.4,19.82
561.58,19.34
346,18.47
157.9,17.08
24.48,14.1
0,11.61
0,10.4
0,9.54
0,8.97
0,8.47
0,7.81
0,7.33
0,6.93
0,6.53
1.7,6.21
37,7.3
152.8,9.51
312.38,11.55
434.95,13.04
546.78,14.06
650.55,14.91
681.65,15.86
771.42,16.82
773.3,17.48
688.05,17.55
513.6,17.05
340.58,16.14
146.7,14.81
19.6,11.99
0,8.92
0,7.84
0,7.35
0,6.97
0,7.05
0,7.33
0,6.95
0,6.16
0,5.33
0.82,4.83
10.98,6.64
31.77,8.92
117.18,10.54
213.38,11.84
302.77,12.84
339.33,13.32
635.33,14.06
848.2,14.95
718.85,15.33
548.1,14.84
431.92,13.86
328.85,12.76
155.35,11.54
33.88,9.76
0,6.62
0,5.43
0,4.52
0,3.73
0,3.12
0,2.9
0,2.76
0,2.41
0,2.03
8.57,2.36
135.55,4.73
336.3,7.68
538.67,9.46
716.15,10.86
855.53,12.13
952.62,13.58
983.8,14.87
971.78,15.75
893.92,16.32
767.85,16.55
600.97,16.5
403.55,16.06
199.18,15.12
38.2,12.45
0,9.53
0,9.08
0,8.62
0,8.17
0,7.71
0,7.24
0,6.98
0,6.6
0,6.16
6.93,6.32
89.12,8.57
245,12.59
421.02,15.18
617.28,17.1
774.25,17.95
857.88,18.19
801.33,18.23
760.42,18.25
650.12,17.82
549.17,17.33
366.62,16.7
237.82,15.82
126.1,14.7
24.98,12.97
0,11.12
0,10.47
0,10.12
0,9.98
0,10.02
0,10.03
0,10.1
0,9.95
0,9.64
7.82,9.25
72.88,9.37
202.55,9.81
409.95,10.84
588.83,11.96
721.7,12.1
828.25,11.91
777.45,13.66
615.85,15.91
704.58,17.4
613.2,17.51
511.95,16.56
292.27,15.29
148.95,14.3
30.05,13.26
0,12.03
0,10.88
0,9.87
0,9.33
0,8.75
0,8.36
0,7.82
0,7.36
0,7.07
4.68,7.1
50.17,8.7
111.32,11.12
267.67,13.36
443.02,14.23
643.03,15.17
712.2,16.06
675.75,16.71
714.53,17.47
584.08,17.6
268.8,16.63
213.4,15.87
185.88,15.42
112.55,14.57
17.08,13.1
0,11.12
0,9.85
0,8.82
0,7.79
0,6.8
0,5.94
0,5.26
0,4.7
0,4.29
11.3,4.3
143.38,7.58
340.3,11.4
533.97,13.78
715.75,15.32
845.97,16.32
949.33,17.07
979.17,17.75
934.67,18.36
887.05,18.75
759.6,18.86
593.83,18.77
402,18.42
206.82,17.62
42.75,14.96
0,13.62
0,13.38
0,12.24
0,11.18
0,10.17
0,9.21
0,8.61
0,8.47
0,8.63
9.82,9.17
128.85,11.57
312.62,15.89
523.45,18.69
701.55,20.74
836.8,22.14
933.8,23
991.97,23.67
975.45,24.22
893.7,24.53
769.3,24.55
609.33,24.25
416.38,23.51
217.1,22.27
46.7,18.97
0,17.58
0,16.77
0,15.92
0,15.53
0,15.05
0,14.49
0,14.03
0,13.78
0,13.14
10.85,13.02
103.95,14.91
263.23,18.95
441.17,21.88
657.45,23.86
778.6,25.27
886.53,26.03
868.62,26.01
783.22,25.72
717.85,26.18
683.9,26.16
552.8,25.75
363.08,24.98
186.85,23.69
37.1,20.98
0,19.78
0,19.2
0,18.21
0,17.23
0,16.56
0,15.74
0,14.96
0,12.79
0,11.65
9.35,11.95
88.32,14.15
205.48,17.49
375.95,20.5
456.2,22.59
510.58,23.62
561.33,24.32
601.35,24.68
657.47,24.89
560.05,24.67
620.97,24.36
504.85,23.46
308.42,21.99
158.43,20.47
34.7,18.54
0,16.99
0,16.21
0,15.23
0,14.34
0,13.81
0,13.03
0,12.16
0,11.06
0,10.39
2,10.03
12.77,10.49
34.6,11.45
194,13.07
289.88,15.1
380.7,16.7
471.48,17.96
524.05,18.99
571.6,19.65
531.88,20.23
624.65,20.51
484.52,20.28
343.7,19.57
184.48,18.56
37.25,16.64
0,14.73
0,13.58
0,12.9
0,11.84
0,11.41
0,11.1
0,10.72
0,10.41
0,10.02
6.38,9.82
25.67,11
111.38,11.9
200.32,11.33
154.18,9.51
244.6,7.67
250.38,7.73
233.48,8.59
259.8,10.08
293.55,10.52
239.9,9.84
139.57,8.85
46.62,8.22
42.8,7.78
8.73,6.95
0,5.72
0,5.26
0,4.88
0,4.47
0,4.1
0,3.52
0,2.29
0,1.07
0,0.01
16.02,-0.52
155.23,2
352.15,5.13
549.75,7.93
727.22,9.95
852.22,11.36
954.92,12.52
994.12,13.58
980.1,14.56
864.22,15.23
784.03,15.53
626.03,15.49
441.6,15.1
243.77,14.16
64.12,11.94
0,8.37
0,7.89
0,7.38
0,6.18
0,5.74
0,6.3
0,6.63
0,6.71
0,6.51
17.1,6.31
165.1,8.44
364.02,11.91
561.15,14.42
737.4,16.57
879.53,18.21
972.17,19.33
998.33,20.2
988,20.73
908.45,20.93
787.5,20.79
624.78,20.38
433.73,19.78
234.5,18.72
61.6,15.23
0,12.58
0,12.3
0,11.88
0,11.44
0,11.07
0,10.75
0,10.58
0,10.52
0,10.27
13.68,10.14
145.55,11.84
343.9,15.97
539.03,18.72
711.28,20.55
849.78,21.95
948.75,23.1
987.65,23.98
967.25,24.52
896.05,24.79
766.95,24.73
610.5,24.42
426.95,23.86
239.23,22.85
65.62,19.53
0,15.72
0,15.17
0,14.84
0,14.24
0,13.77
0,13.38
0,12.91
0,12.44
0,12.1
15.68,12.38
150.8,14.73
346.67,19.12
540.88,21.92
715.65,23.78
844.42,25.06
953.25,25.99
1000.58,26.62
990.85,26.94
918.12,26.94
790.85,26.61
628,26.02
435.62,25.21
237.62,24.03
60.83,20.73
0,17.56
0,17.71
0,17.57
0,16.82
0,16.16
0,16.25
0,16.06
0,15.48
0,14.8
15.15,14.17
123.43,15.7
312.95,20.62
508.45,23.65
684.67,25.4
814.22,26.66
926.65,27.58
958.3,28.28
951.03,28.62
880.83,28.79
759.17,28.65
598.15,28.18
411,27.41
222.88,26.19
59.05,23.26
0,19.43
0,18.25
0,17.47
0,16.53
0,15.53
0,15.17
0,15.07
0,15.39
0,15.62
14.25,15.24
113.93,17.07
276.38,20.56
455.35,22.69
658.7,24.24
775.28,25.48
914.03,26.61
963.9,27.46
947.85,27.95
879.03,28.19
760.88,28.09
602.97,27.61
419.33,26.8
229.6,25.6
65.82,22.69
0,19.02
0,18.36
0,18.25
0,17.89
0,17.12
0,16.38
0,15.97
0,15.77
0,15.73
17.7,16.13
133.05,18.52
306.62,22.64
503.58,25.25
698.33,27.13
825.42,28.49
944.3,29.48
966.28,30.21
946.1,30.72
866.65,30.84
745.2,30.64
581.85,30.15
385.62,29.35
198.5,28.12
51.38,24.99
0,23.2
0,21.34
0,19.61
0,18.68
0,18.25
0,17.42
0,16.86
0,16.42
0,16.23
14.38,16.52
127.12,19.4
282.02,24.48
474.83,27.29
651.12,29.15
806.35,30.66
881.65,31.76
758,32.13
852.35,31.94
732.6,31.48
633.38,29.89
439.83,28.46
220.35,27.07
132,24.01
38,21.06
0,19.48
0,18.65
0,18.2
0,17.08
0,15.75
0,14.65
0,13.5
0,12.53
0,11.86
13.38,11.78
75.3,13.08
166.25,14.79
348.15,16.98
526.03,18.87
597.62,20.71
645.65,22.39
721.62,23.77
697.67,24.78
803.58,25.4
711.05,25.56
586.8,25.08
392.5,24.28
219.7,22.93
63.1,20.4
0,16.75
0,15.33
0,14.3
0,14.05
0,14.08
0,13.84
0,14.28
0,14.39
0,14.12
2.1,13.87
12.77,14.77
47.85,16.83
121.6,18.96
227.73,19.88
331.25,20.71
363.55,20.97
309.12,19.62
388.5,18.26
145.5,18.4
293.12,18.81
287.33,18.92
216.7,18.36
118.3,17.01
42.58,15.47
0,14.17
0,13.5
0,12.94
0,12.12
0,11.23
0,10.99
0,11.07
0,10.81
0,10.18
15.75,9.82
121.1,12.29
264,15.68
461.55,18.22
656.4,20.36
786.55,21.93
907.95,23.08
977.97,23.97
969.03,24.63
891.08,24.68
761.38,23.9
593.83,23.78
397.52,23.4
186.68,22.18
57.2,19.79
0,15.85
0,14.16
0,13.43
0,12.69
0,12.17
0,11.55
0,10.81
0,10.05
0,9.21
7.7,8.74
43.6,10.66
149.27,11.74
238.43,12.65
326.1,13.79
387.27,15.4
631.5,16.84
624.8,17.67
612.97,18.04
632.7,18.89
429.17,19.79
335.48,20.09
189.15,19.74
103.28,18.76
39.55,16.8
0,13.72
0,12.84
0,12.12
0,11.32
0,10.47
0,9.81
0,9.35
0,8.91
0,8.37
14.45,8.07
71.93,10.63
160.25,13.65
356.08,15.69
581.28,17.32
819.85,18.58
934,19.66
982.95,20.46
986.62,20.93
922.62,21.03
791.65,20.81
635.65,20.29
447.65,19.51
248.38,18.42
83.1,16.38
0,13.55
0,13.06
0,12.26
0,11.79
0,11.61
0,11.4
0,11.16
0,11
0,10.86
19.83,10.77
154,13.04
353.17,16.9
516.7,19.43
677.62,21.25
798.38,22.62
939.42,23.65
954.75,24.33
867.08,24.81
855.3,24.97
778.47,24.79
615.8,24.33
426.25,23.57
239.57,22.37
78.03,20.15
0,16.72
0,15.09
0,13.6
0,12.7
0,12.49
0,12.36
0,12.16
0,11.67
0,10.74
21.58,10.4
163.45,12.93
369.7,16.26
563.42,18.87
733.88,20.72
867.28,22.3
972.72,23.71
976.42,24.81
986.88,25.59
901.83,26.03
750.88,26
537.65,25.24
322.62,24.15
162.43,23.33
73.95,20.48
0,18.32
0,16.8
0,14.25
0,12.81
0,12.75
0,13.38
0,14.43
0,15.36
0,15.52
17,15.56
124.12,17.34
311.77,20.39
